% Output generated by QOMET v1.5.0 beta (revision 183)
% time from_node_id from_node_x from_node_y from_node_z to_node_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
50.00 1 13.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.2643 -86.4987 13.5013 0.0498 0.0524 5500000.00 3651639.23 0.0000 4.2434 0.3979
50.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
50.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
50.00 1 13.000000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.5440 -72.3858 27.6142 0.0000 0.0000 11000000.00 6117956.91 0.0000 3.3390 0.1600
50.00 2 10.000000 0.000000 0.000000 1 13.000000 8.000000 0.000000 8.5440 -72.3858 27.6142 0.0000 0.0000 11000000.00 6117956.91 0.0000 3.3390 0.1600
50.50 0 0.000000 0.000000 0.000000 1 12.950000 8.000000 0.000000 15.2218 -86.4308 13.5692 0.0465 0.0488 5500000.00 3666402.03 0.0000 4.2343 0.3820
50.50 1 12.950000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.2218 -86.4308 13.5692 0.0465 0.0488 5500000.00 3666402.03 0.0000 4.2343 0.3820
50.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
50.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
50.50 1 12.950000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.5266 -72.3361 27.6639 0.0000 0.0000 11000000.00 6117958.92 0.0000 3.3390 0.1600
50.50 2 10.000000 0.000000 0.000000 1 12.950000 8.000000 0.000000 8.5266 -72.3361 27.6639 0.0000 0.0000 11000000.00 6117958.92 0.0000 3.3390 0.1600
51.00 0 0.000000 0.000000 0.000000 1 12.900000 8.000000 0.000000 15.1793 -86.3628 13.6372 0.0435 0.0454 5500000.00 3680206.09 0.0000 4.2260 0.3672
51.00 1 12.900000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.1793 -86.3628 13.6372 0.0435 0.0454 5500000.00 3680206.09 0.0000 4.2260 0.3672
51.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
51.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
51.00 1 12.900000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.5094 -72.2871 27.7129 0.0000 0.0000 11000000.00 6117960.82 0.0000 3.3390 0.1600
51.00 2 10.000000 0.000000 0.000000 1 12.900000 8.000000 0.000000 8.5094 -72.2871 27.7129 0.0000 0.0000 11000000.00 6117960.82 0.0000 3.3390 0.1600
51.50 0 0.000000 0.000000 0.000000 1 12.850000 8.000000 0.000000 15.1368 -86.2946 13.7054 0.0406 0.0423 5500000.00 3693113.04 0.0000 4.2182 0.3534
51.50 1 12.850000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.1368 -86.2946 13.7054 0.0406 0.0423 5500000.00 3693113.04 0.0000 4.2182 0.3534
51.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
51.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
51.50 1 12.850000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.4925 -72.2387 27.7613 0.0000 0.0000 11000000.00 6117962.60 0.0000 3.3390 0.1600
51.50 2 10.000000 0.000000 0.000000 1 12.850000 8.000000 0.000000 8.4925 -72.2387 27.7613 0.0000 0.0000 11000000.00 6117962.60 0.0000 3.3390 0.1600
52.00 0 0.000000 0.000000 0.000000 1 12.800000 8.000000 0.000000 15.0944 -86.2264 13.7736 0.0379 0.0394 5500000.00 3705180.50 0.0000 4.2110 0.3405
52.00 1 12.800000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.0944 -86.2264 13.7736 0.0379 0.0394 5500000.00 3705180.50 0.0000 4.2110 0.3405
52.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
52.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
52.00 1 12.800000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.4758 -72.1910 27.8090 0.0000 0.0000 11000000.00 6117964.27 0.0000 3.3390 0.1600
52.00 2 10.000000 0.000000 0.000000 1 12.800000 8.000000 0.000000 8.4758 -72.1910 27.8090 0.0000 0.0000 11000000.00 6117964.27 0.0000 3.3390 0.1600
52.50 0 0.000000 0.000000 0.000000 1 12.750000 8.000000 0.000000 15.0520 -86.1580 13.8420 0.0354 0.0367 5500000.00 3716462.37 0.0000 4.2042 0.3284
52.50 1 12.750000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.0520 -86.1580 13.8420 0.0354 0.0367 5500000.00 3716462.37 0.0000 4.2042 0.3284
52.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
52.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
52.50 1 12.750000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.4595 -72.1439 27.8561 0.0000 0.0000 11000000.00 6117965.84 0.0000 3.3390 0.1600
52.50 2 10.000000 0.000000 0.000000 1 12.750000 8.000000 0.000000 8.4595 -72.1439 27.8561 0.0000 0.0000 11000000.00 6117965.84 0.0000 3.3390 0.1600
53.00 0 0.000000 0.000000 0.000000 1 12.700000 8.000000 0.000000 15.0097 -86.0895 13.9105 0.0331 0.0342 5500000.00 3727009.08 0.0000 4.1980 0.3172
53.00 1 12.700000 8.000000 0.000000 0 0.000000 0.000000 0.000000 15.0097 -86.0895 13.9105 0.0331 0.0342 5500000.00 3727009.08 0.0000 4.1980 0.3172
53.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
53.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
53.00 1 12.700000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.4433 -72.0975 27.9025 0.0000 0.0000 11000000.00 6117967.33 0.0000 3.3390 0.1600
53.00 2 10.000000 0.000000 0.000000 1 12.700000 8.000000 0.000000 8.4433 -72.0975 27.9025 0.0000 0.0000 11000000.00 6117967.33 0.0000 3.3390 0.1600
53.50 0 0.000000 0.000000 0.000000 1 12.650000 8.000000 0.000000 14.9674 -86.0209 13.9791 0.0309 0.0319 5500000.00 3736867.82 0.0000 4.1922 0.3067
53.50 1 12.650000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.9674 -86.0209 13.9791 0.0309 0.0319 5500000.00 3736867.82 0.0000 4.1922 0.3067
53.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
53.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
53.50 1 12.650000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.4275 -72.0518 27.9482 0.0000 0.0000 11000000.00 6117968.72 0.0000 3.3390 0.1600
53.50 2 10.000000 0.000000 0.000000 1 12.650000 8.000000 0.000000 8.4275 -72.0518 27.9482 0.0000 0.0000 11000000.00 6117968.72 0.0000 3.3390 0.1600
54.00 0 0.000000 0.000000 0.000000 1 12.600000 8.000000 0.000000 14.9251 -85.9522 14.0478 0.0288 0.0297 5500000.00 3746082.78 0.0000 4.1868 0.2968
54.00 1 12.600000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.9251 -85.9522 14.0478 0.0288 0.0297 5500000.00 3746082.78 0.0000 4.1868 0.2968
54.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
54.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
54.00 1 12.600000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.4119 -72.0068 27.9932 0.0000 0.0000 11000000.00 6117970.03 0.0000 3.3390 0.1600
54.00 2 10.000000 0.000000 0.000000 1 12.600000 8.000000 0.000000 8.4119 -72.0068 27.9932 0.0000 0.0000 11000000.00 6117970.03 0.0000 3.3390 0.1600
54.50 0 0.000000 0.000000 0.000000 1 12.550000 8.000000 0.000000 14.8830 -85.8833 14.1167 0.0269 0.0276 5500000.00 3754695.29 0.0000 4.1818 0.2876
54.50 1 12.550000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.8830 -85.8833 14.1167 0.0269 0.0276 5500000.00 3754695.29 0.0000 4.1818 0.2876
54.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
54.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
54.50 1 12.550000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3966 -71.9624 28.0376 0.0000 0.0000 11000000.00 6117971.27 0.0000 3.3390 0.1600
54.50 2 10.000000 0.000000 0.000000 1 12.550000 8.000000 0.000000 8.3966 -71.9624 28.0376 0.0000 0.0000 11000000.00 6117971.27 0.0000 3.3390 0.1600
55.00 0 0.000000 0.000000 0.000000 1 12.500000 8.000000 0.000000 14.8408 -85.8144 14.1856 0.0251 0.0258 5500000.00 3762744.08 0.0000 4.1771 0.2791
55.00 1 12.500000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.8408 -85.8144 14.1856 0.0251 0.0258 5500000.00 3762744.08 0.0000 4.1771 0.2791
55.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
55.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
55.00 1 12.500000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3815 -71.9188 28.0812 0.0000 0.0000 11000000.00 6117972.43 0.0000 3.3390 0.1600
55.00 2 10.000000 0.000000 0.000000 1 12.500000 8.000000 0.000000 8.3815 -71.9188 28.0812 0.0000 0.0000 11000000.00 6117972.43 0.0000 3.3390 0.1600
55.50 0 0.000000 0.000000 0.000000 1 12.450000 8.000000 0.000000 14.7987 -85.7453 14.2547 0.0234 0.0240 5500000.00 3770265.39 0.0000 4.1728 0.2711
55.50 1 12.450000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.7987 -85.7453 14.2547 0.0234 0.0240 5500000.00 3770265.39 0.0000 4.1728 0.2711
55.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
55.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
55.50 1 12.450000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3667 -71.8759 28.1241 0.0000 0.0000 11000000.00 6117973.52 0.0000 3.3390 0.1600
55.50 2 10.000000 0.000000 0.000000 1 12.450000 8.000000 0.000000 8.3667 -71.8759 28.1241 0.0000 0.0000 11000000.00 6117973.52 0.0000 3.3390 0.1600
56.00 0 0.000000 0.000000 0.000000 1 12.400000 8.000000 0.000000 14.7567 -85.6761 14.3239 0.0219 0.0224 5500000.00 3777293.15 0.0000 4.1687 0.2636
56.00 1 12.400000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.7567 -85.6761 14.3239 0.0219 0.0224 5500000.00 3777293.15 0.0000 4.1687 0.2636
56.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
56.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
56.00 1 12.400000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3522 -71.8337 28.1663 0.0000 0.0000 11000000.00 6117974.56 0.0000 3.3390 0.1600
56.00 2 10.000000 0.000000 0.000000 1 12.400000 8.000000 0.000000 8.3522 -71.8337 28.1663 0.0000 0.0000 11000000.00 6117974.56 0.0000 3.3390 0.1600
56.50 0 0.000000 0.000000 0.000000 1 12.350000 8.000000 0.000000 14.7147 -85.6068 14.3932 0.0204 0.0208 5500000.00 3783859.16 0.0000 4.1650 0.2566
56.50 1 12.350000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.7147 -85.6068 14.3932 0.0204 0.0208 5500000.00 3783859.16 0.0000 4.1650 0.2566
56.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
56.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
56.50 1 12.350000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3380 -71.7922 28.2078 0.0000 0.0000 11000000.00 6117975.53 0.0000 3.3390 0.1600
56.50 2 10.000000 0.000000 0.000000 1 12.350000 8.000000 0.000000 8.3380 -71.7922 28.2078 0.0000 0.0000 11000000.00 6117975.53 0.0000 3.3390 0.1600
57.00 0 0.000000 0.000000 0.000000 1 12.300000 8.000000 0.000000 14.6728 -85.5374 14.4626 0.0190 0.0194 5500000.00 3789993.18 0.0000 4.1615 0.2501
57.00 1 12.300000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.6728 -85.5374 14.4626 0.0190 0.0194 5500000.00 3789993.18 0.0000 4.1615 0.2501
57.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
57.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
57.00 1 12.300000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3241 -71.7515 28.2485 0.0000 0.0000 11000000.00 6117976.45 0.0000 3.3390 0.1600
57.00 2 10.000000 0.000000 0.000000 1 12.300000 8.000000 0.000000 8.3241 -71.7515 28.2485 0.0000 0.0000 11000000.00 6117976.45 0.0000 3.3390 0.1600
57.50 0 0.000000 0.000000 0.000000 1 12.250000 8.000000 0.000000 14.6309 -85.4679 14.5321 0.0178 0.0181 5500000.00 3795723.07 0.0000 4.1582 0.2440
57.50 1 12.250000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.6309 -85.4679 14.5321 0.0178 0.0181 5500000.00 3795723.07 0.0000 4.1582 0.2440
57.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
57.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
57.50 1 12.250000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.3104 -71.7115 28.2885 0.0000 0.0000 11000000.00 6117977.31 0.0000 3.3390 0.1600
57.50 2 10.000000 0.000000 0.000000 1 12.250000 8.000000 0.000000 8.3104 -71.7115 28.2885 0.0000 0.0000 11000000.00 6117977.31 0.0000 3.3390 0.1600
58.00 0 0.000000 0.000000 0.000000 1 12.200000 8.000000 0.000000 14.5890 -85.3982 14.6018 0.0166 0.0168 5500000.00 3801074.95 0.0000 4.1552 0.2383
58.00 1 12.200000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.5890 -85.3982 14.6018 0.0166 0.0168 5500000.00 3801074.95 0.0000 4.1552 0.2383
58.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
58.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
58.00 1 12.200000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2970 -71.6723 28.3277 0.0000 0.0000 11000000.00 6117978.13 0.0000 3.3390 0.1600
58.00 2 10.000000 0.000000 0.000000 1 12.200000 8.000000 0.000000 8.2970 -71.6723 28.3277 0.0000 0.0000 11000000.00 6117978.13 0.0000 3.3390 0.1600
58.50 0 0.000000 0.000000 0.000000 1 12.150000 8.000000 0.000000 14.5473 -85.3285 14.6715 0.0154 0.0157 5500000.00 3806073.24 0.0000 4.1523 0.2330
58.50 1 12.150000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.5473 -85.3285 14.6715 0.0154 0.0157 5500000.00 3806073.24 0.0000 4.1523 0.2330
58.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
58.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
58.50 1 12.150000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2839 -71.6338 28.3662 0.0000 0.0000 11000000.00 6117978.90 0.0000 3.3390 0.1600
58.50 2 10.000000 0.000000 0.000000 1 12.150000 8.000000 0.000000 8.2839 -71.6338 28.3662 0.0000 0.0000 11000000.00 6117978.90 0.0000 3.3390 0.1600
59.00 0 0.000000 0.000000 0.000000 1 12.100000 8.000000 0.000000 14.5055 -85.2586 14.7414 0.0144 0.0146 5500000.00 3810740.84 0.0000 4.1497 0.2281
59.00 1 12.100000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.5055 -85.2586 14.7414 0.0144 0.0146 5500000.00 3810740.84 0.0000 4.1497 0.2281
59.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
59.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
59.00 1 12.100000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2710 -71.5961 28.4039 0.0000 0.0000 11000000.00 6117979.62 0.0000 3.3390 0.1600
59.00 2 10.000000 0.000000 0.000000 1 12.100000 8.000000 0.000000 8.2710 -71.5961 28.4039 0.0000 0.0000 11000000.00 6117979.62 0.0000 3.3390 0.1600
59.50 0 0.000000 0.000000 0.000000 1 12.050000 8.000000 0.000000 14.4638 -85.1886 14.8114 0.0134 0.0136 5500000.00 3815099.18 0.0000 4.1473 0.2235
59.50 1 12.050000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4638 -85.1886 14.8114 0.0134 0.0136 5500000.00 3815099.18 0.0000 4.1473 0.2235
59.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
59.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
59.50 1 12.050000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2585 -71.5591 28.4409 0.0000 0.0000 11000000.00 6117980.31 0.0000 3.3390 0.1600
59.50 2 10.000000 0.000000 0.000000 1 12.050000 8.000000 0.000000 8.2585 -71.5591 28.4409 0.0000 0.0000 11000000.00 6117980.31 0.0000 3.3390 0.1600
60.00 0 0.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
60.00 1 12.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
60.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
60.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
60.00 1 12.000000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
60.00 2 10.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
60.50 0 0.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
60.50 1 12.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
60.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
60.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
60.50 1 12.000000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
60.50 2 10.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
61.00 0 0.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
61.00 1 12.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
61.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
61.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
61.00 1 12.000000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
61.00 2 10.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
61.50 0 0.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
61.50 1 12.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
61.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
61.50 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
61.50 1 12.000000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
61.50 2 10.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
62.00 0 0.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
62.00 1 12.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
62.00 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
62.00 2 10.000000 0.000000 0.000000 0 0.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
62.00 1 12.000000 8.000000 0.000000 2 10.000000 0.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
62.00 2 10.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 8.2462 -71.5230 28.4770 0.0000 0.0000 11000000.00 6117980.95 0.0000 3.3390 0.1600
62.50 0 0.000000 0.000000 0.000000 1 12.000000 8.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
62.50 1 12.000000 8.000000 0.000000 0 0.000000 0.000000 0.000000 14.4222 -85.1185 14.8815 0.0125 0.0127 5500000.00 3819168.33 0.0000 4.1450 0.2192
62.50 0 0.000000 0.000000 0.000000 2 10.000000 0.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.0003 11000000.00 6116088.15 0.0000 3.3394 0.1608
